coupleid,time,isdhappy1,isdhappy2,isdhappy3,isphappy1,isphappy2,isphappy3,isddepr1,isddepr2,isddepr3,ispdepr1,ispdepr2,ispdepr3,isdanx1r,isdanx2,isdanx3,ispanx1r,ispanx2,ispanx3,isdanger1,isdanger2,isdanger3,ispanger1,ispanger2,ispanger3
178,11,5,5,5,5,5,4,1,5,1,2,1,3,1,4,4,1,4,3,1,5,3,1,2,1
178,12,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
179,0,5,4,5,4,4,4,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1
179,1,4,3,4,2,3,4,1,1,2,3,1,3,3,1,2,3,3,1,4,3,4,3,3,4
179,2,5,4,5,4,4,3,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1
179,3,5,4,5,4,4,4,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1
179,4,4,3,4,3,3,3,1,1,1,1,1,1,3,1,1,3,2,1,3,4,4,1,1,1
179,5,5,5,5,4,3,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,1
179,6,5,4,5,4,3,4,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1
179,7,5,4,5,4,4,4,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1
179,8,5,4,5,4,4,3,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1
179,9,5,4,5,4,3,3,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1
179,10,5,4,5,4,4,4,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1
179,11,4,4,4,4,3,4,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1
179,12,5,4,4,4,4,4,1,1,1,1,1,1,2,1,1,5,1,1,1,1,1,1,1,1
180,0,4,3,3,NA,NA,NA,1,1,1,NA,NA,NA,2,1,1,NA,NA,NA,1,1,1,NA,NA,NA
180,1,3,3,3,NA,NA,NA,1,1,1,NA,NA,NA,3,1,1,NA,NA,NA,1,1,1,NA,NA,NA
180,2,1,1,1,NA,NA,NA,1,1,4,NA,NA,NA,5,1,1,NA,NA,NA,4,4,5,NA,NA,NA
180,3,3,3,3,NA,NA,NA,1,1,1,NA,NA,NA,3,1,1,NA,NA,NA,1,1,1,NA,NA,NA
180,4,3,3,3,NA,NA,NA,1,1,2,NA,NA,NA,3,1,1,NA,NA,NA,1,3,1,NA,NA,NA
180,5,3,4,3,NA,NA,NA,1,1,1,NA,NA,NA,2,1,1,NA,NA,NA,1,1,1,NA,NA,NA
180,6,4,3,4,NA,NA,NA,1,1,1,NA,NA,NA,2,1,1,NA,NA,NA,1,1,1,NA,NA,NA
180,7,3,3,2,NA,NA,NA,1,1,2,NA,NA,NA,3,1,2,NA,NA,NA,1,3,1,NA,NA,NA
180,8,3,2,2,NA,NA,NA,1,1,1,NA,NA,NA,4,3,4,NA,NA,NA,4,4,4,NA,NA,NA
180,9,3,3,2,NA,NA,NA,1,1,1,NA,NA,NA,3,1,3,NA,NA,NA,1,4,1,NA,NA,NA
180,10,3,2,3,NA,NA,NA,1,1,1,NA,NA,NA,3,1,1,NA,NA,NA,1,1,1,NA,NA,NA
180,11,3,3,3,NA,NA,NA,1,1,1,NA,NA,NA,3,1,1,NA,NA,NA,1,1,1,NA,NA,NA
180,12,3,3,3,NA,NA,NA,1,1,1,NA,NA,NA,3,1,1,NA,NA,NA,1,1,1,NA,NA,NA
180,13,4,4,4,NA,NA,NA,1,1,1,NA,NA,NA,3,1,1,NA,NA,NA,1,1,1,NA,NA,NA
181,0,3,2,3,4,3,4,2,2,2,2,2,3,4,3,3,4,3,3,2,2,2,3,4,3
181,1,NA,NA,NA,3,4,3,NA,NA,NA,3,2,2,NA,NA,NA,2,2,2,NA,NA,NA,3,2,2
181,2,3,2,2,2,3,3,3,3,3,4,4,4,4,3,3,3,2,2,1,2,1,2,3,2
181,3,3,2,2,3,2,3,2,1,2,2,2,2,4,1,2,3,1,2,2,2,1,2,2,3
181,4,3,2,3,3,2,3,2,1,1,3,3,2,4,2,2,2,1,2,2,2,1,1,2,2
181,5,NA,NA,NA,3,2,3,NA,NA,NA,2,1,2,NA,NA,NA,3,1,2,NA,NA,NA,1,2,1
181,6,4,2,3,3,3,3,1,2,1,1,1,1,4,2,2,2,1,1,1,1,1,1,2,2
181,7,3,2,3,3,3,3,1,1,1,2,1,1,4,2,1,2,1,1,1,1,1,1,2,1
181,8,3,2,3,3,2,3,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,1,4,1
181,9,3,2,3,4,3,3,1,2,1,1,2,2,3,2,2,4,1,3,1,2,1,3,4,2
181,10,4,2,3,NA,NA,NA,2,2,1,NA,NA,NA,4,2,2,NA,NA,NA,1,2,1,NA,NA,NA
181,11,NA,NA,NA,3,3,2,NA,NA,NA,2,2,2,NA,NA,NA,4,1,1,NA,NA,NA,1,3,1
181,12,2,2,2,4,3,4,3,3,2,2,2,2,4,2,2,4,2,1,1,4,2,1,1,2
181,13,4,2,3,2,2,2,2,1,1,3,4,3,3,2,2,5,1,1,1,1,1,1,1,1
181,14,3,1,2,1,1,1,1,1,1,4,5,4,4,3,3,5,3,5,1,1,1,1,2,1
181,15,NA,NA,NA,2,1,2,NA,NA,NA,3,5,4,NA,NA,NA,5,4,5,NA,NA,NA,1,1,1
182,0,5,3,4,4,3,3,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1
182,1,5,4,5,4,3,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1
182,2,5,5,5,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
182,3,5,5,5,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
182,4,5,5,5,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
182,5,5,5,5,4,4,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
182,6,5,5,5,4,3,3,1,1,1,1,1,1,1,1,1,3,1,1,5,1,1,1,2,1
182,7,5,5,5,4,3,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,4,1
182,8,5,5,5,4,3,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
182,9,5,5,5,4,3,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,4,1
182,10,5,4,5,3,3,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1
182,11,5,5,5,3,2,2,1,1,1,1,1,2,1,1,1,4,1,1,1,1,1,2,4,2
182,12,5,5,5,4,3,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1
183,0,4,4,4,NA,NA,NA,1,1,1,NA,NA,NA,3,1,1,NA,NA,NA,1,2,1,NA,NA,NA
183,1,4,2,2,3,3,3,3,3,4,1,1,1,4,4,2,3,1,1,3,4,4,1,1,1
183,2,NA,NA,NA,3,3,3,NA,NA,NA,1,1,1,NA,NA,NA,3,1,1,NA,NA,NA,1,1,1
183,3,3,1,1,3,3,3,3,3,4,1,1,1,5,1,4,3,1,1,4,4,4,1,1,1
183,4,3,3,3,NA,NA,NA,2,1,3,NA,NA,NA,4,1,1,NA,NA,NA,3,2,3,NA,NA,NA
183,5,5,5,5,3,3,3,1,1,1,1,1,1,2,1,1,5,1,1,1,1,1,1,1,1
183,6,NA,NA,NA,3,3,3,NA,NA,NA,1,1,1,NA,NA,NA,3,1,1,NA,NA,NA,1,1,1
183,7,4,4,4,NA,NA,NA,1,1,2,NA,NA,NA,2,1,2,NA,NA,NA,1,2,1,NA,NA,NA
183,8,NA,NA,NA,3,2,3,NA,NA,NA,1,1,1,NA,NA,NA,3,1,1,NA,NA,NA,1,1,1
183,9,4,4,4,3,3,3,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1
183,10,5,5,4,2,2,2,1,1,1,1,1,1,2,1,1,4,1,1,1,1,1,2,1,1
183,11,4,3,3,4,4,4,2,2,3,1,1,1,3,1,1,3,1,1,2,3,3,1,1,1
183,12,5,4,4,5,4,4,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1
184,0,NA,NA,NA,3,3,3,NA,NA,NA,1,1,4,NA,NA,NA,5,1,5,NA,NA,NA,3,5,4
184,1,4,4,4,3,3,3,1,1,1,2,1,3,2,1,1,5,1,4,1,1,1,2,4,3
184,2,4,4,4,4,4,3,1,1,1,1,1,3,2,1,1,3,1,2,1,1,1,1,5,3
184,3,4,4,4,4,3,3,1,1,1,1,1,3,2,2,1,3,1,2,1,1,1,1,2,1
184,4,5,5,5,3,3,2,1,1,1,1,1,2,1,1,1,4,1,3,1,1,1,2,4,4
184,5,5,4,4,NA,NA,NA,1,2,2,NA,NA,NA,2,2,2,NA,NA,NA,1,2,2,NA,NA,NA
184,6,3,3,3,4,3,3,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,3,3,3
184,7,4,4,4,NA,NA,NA,1,1,1,NA,NA,NA,2,1,1,NA,NA,NA,1,1,1,NA,NA,NA
184,8,4,4,4,4,3,3,1,1,1,1,1,1,2,1,1,3,1,2,1,1,1,1,3,1
184,9,4,4,1,2,4,3,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,2,1
184,10,4,3,4,3,3,3,1,1,1,1,1,3,3,1,1,3,1,1,1,1,1,2,3,2
184,11,4,5,3,4,4,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1
184,12,4,4,4,4,5,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1
184,13,4,3,3,4,4,4,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
184,14,NA,NA,NA,4,3,3,NA,NA,NA,1,1,2,NA,NA,NA,3,1,1,NA,NA,NA,2,3,2
185,0,4,4,4,4,4,3,1,1,1,2,2,2,2,2,2,3,1,3,1,1,1,1,1,1
185,1,4,4,4,4,4,3,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1
185,2,3,3,3,4,3,2,2,1,3,2,2,2,3,1,1,3,1,1,1,1,1,1,1,1
185,3,4,5,3,3,3,3,1,1,1,2,2,4,1,1,1,4,1,3,1,1,1,1,1,2
185,4,4,4,3,3,3,3,1,1,1,2,4,2,3,1,2,3,1,1,1,1,1,1,1,2
185,5,3,3,3,3,3,3,2,2,2,2,2,3,3,2,2,3,1,2,1,2,1,3,3,3
185,6,2,2,2,3,3,4,2,2,2,3,4,3,3,2,2,3,2,2,1,2,1,2,4,4
185,7,4,4,3,3,4,3,1,1,1,2,4,2,2,1,1,2,1,1,1,1,1,1,3,2
185,8,4,3,3,4,4,4,1,1,1,1,2,1,4,1,2,2,1,1,1,1,1,1,2,1
185,9,3,3,3,4,4,4,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1
185,10,5,4,4,4,3,3,1,1,1,2,2,2,2,1,1,3,1,1,1,1,1,3,2,3
185,11,5,4,4,NA,NA,NA,1,1,1,NA,NA,NA,2,1,1,NA,NA,NA,1,1,1,NA,NA,NA
185,12,4,4,3,4,4,4,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,1,4,1
185,13,3,3,1,4,4,4,1,1,2,1,1,1,3,3,3,3,3,2,1,3,1,1,2,1
185,14,3,3,3,4,4,4,2,1,2,1,1,1,3,1,1,1,1,1,1,2,1,1,5,1
186,0,3,3,1,5,5,5,3,2,1,1,1,1,5,1,1,1,1,1,1,4,1,1,1,1
186,1,5,5,4,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
186,2,3,1,1,5,5,5,3,4,4,1,1,1,3,3,2,1,1,1,3,4,3,1,1,1
186,3,5,5,5,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
186,4,5,2,2,5,1,5,1,1,1,1,2,5,4,2,2,1,1,1,1,4,2,1,1,1
186,5,3,1,1,5,4,5,1,2,3,1,1,2,5,1,1,5,1,1,3,5,2,2,4,2
186,6,4,4,4,5,5,5,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1
186,7,3,1,1,5,5,5,1,3,2,1,1,2,5,1,1,1,1,1,3,3,2,2,1,2
186,8,5,5,3,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
186,9,4,3,2,5,5,5,1,1,1,1,1,1,2,1,1,1,1,1,3,3,2,1,1,1
186,10,3,2,3,5,5,5,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1
186,11,4,5,5,5,5,5,1,1,1,1,1,1,1,2,3,1,1,1,1,3,1,1,1,1
186,12,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
186,13,5,5,2,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
187,0,5,5,4,3,4,2,1,1,1,1,2,1,2,3,2,2,1,3,1,1,1,1,2,1
187,1,5,4,4,3,3,2,1,1,1,1,1,1,2,1,3,3,1,2,1,1,1,1,2,1
187,2,5,4,5,3,4,1,1,1,1,1,1,1,2,1,3,3,1,2,1,1,1,1,3,1
187,3,NA,NA,NA,2,2,1,NA,NA,NA,2,2,1,NA,NA,NA,3,2,3,NA,NA,NA,1,2,1
187,4,5,5,5,3,4,3,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1
187,5,5,4,5,2,1,1,1,1,1,1,2,2,2,2,2,4,3,4,1,1,1,1,5,1
187,6,5,5,4,3,3,1,1,1,1,1,1,1,2,2,2,3,1,2,1,1,1,1,1,1
187,7,5,4,4,3,2,1,1,1,1,1,1,1,2,2,2,3,2,2,1,1,1,1,1,1
187,8,5,4,5,3,2,2,1,1,1,1,1,1,2,1,2,3,1,2,1,1,1,1,1,1
187,9,5,5,5,4,4,3,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1
187,10,5,4,5,3,2,1,1,1,1,1,1,1,2,1,2,4,2,1,1,1,1,1,1,1
187,11,5,5,5,NA,NA,NA,1,1,1,NA,NA,NA,2,2,2,NA,NA,NA,1,1,1,NA,NA,NA
187,12,5,4,5,2,1,1,1,1,1,1,3,2,2,1,2,4,4,3,1,1,1,1,3,1
187,13,5,5,5,3,3,2,1,1,1,5,1,1,1,1,2,3,1,2,1,1,1,1,1,1
187,14,5,5,5,2,2,1,3,1,1,1,2,1,2,1,2,4,2,2,1,1,1,1,2,1
188,0,4,4,3,4,4,3,2,3,2,1,1,1,2,1,3,2,1,1,2,3,2,1,1,1
188,1,4,4,3,3,3,3,1,2,1,1,1,1,2,2,3,3,1,2,1,2,1,1,1,1
188,2,3,3,3,5,4,4,1,2,2,1,1,1,3,1,3,2,1,3,1,3,2,1,1,1
188,3,3,2,3,5,4,4,2,2,1,1,1,1,4,2,2,2,1,2,1,2,1,1,1,1
188,4,NA,NA,NA,4,4,4,NA,NA,NA,1,1,1,NA,NA,NA,1,1,2,NA,NA,NA,1,1,1
188,5,3,3,3,4,4,4,1,1,1,1,1,1,3,1,2,3,1,3,1,1,1,1,1,1
188,6,3,3,2,4,4,3,1,1,1,1,1,2,3,2,1,2,1,1,2,1,1,1,2,2
188,7,3,3,2,4,3,3,1,2,1,1,1,1,3,1,2,3,1,4,1,2,2,1,1,1
188,8,3,3,3,NA,NA,NA,1,1,1,NA,NA,NA,3,1,1,NA,NA,NA,1,2,1,NA,NA,NA
188,9,3,2,3,4,4,3,1,1,1,1,1,1,4,1,1,1,1,3,1,1,1,1,1,1
188,10,1,2,1,NA,NA,NA,3,2,3,NA,NA,NA,4,2,2,NA,NA,NA,3,2,3,NA,NA,NA
188,11,3,3,3,4,3,3,1,1,1,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1
188,12,3,2,2,NA,NA,NA,1,1,1,NA,NA,NA,4,1,1,NA,NA,NA,1,1,1,NA,NA,NA
188,13,4,3,2,4,4,3,1,1,1,1,1,1,3,1,1,3,1,2,1,2,1,1,1,1
188,14,NA,NA,NA,4,4,4,NA,NA,NA,1,1,1,NA,NA,NA,2,1,1,NA,NA,NA,1,1,1
189,0,5,5,4,2,2,2,1,1,2,3,1,3,3,1,1,3,1,3,2,2,1,4,4,4
189,1,4,3,4,3,4,3,1,1,1,1,1,1,4,1,1,3,1,1,1,1,1,3,2,2
189,2,4,4,4,2,3,3,2,1,1,1,1,1,4,1,1,2,1,1,1,1,1,1,1,1
189,3,3,4,4,2,1,1,2,1,2,1,1,1,4,1,1,3,1,1,1,2,1,3,3,1
189,4,NA,NA,NA,2,2,2,NA,NA,NA,1,1,1,NA,NA,NA,5,1,1,NA,NA,NA,3,2,2
189,5,3,3,4,2,1,2,1,1,2,1,1,1,3,1,1,3,1,2,2,3,1,2,2,1
189,6,4,4,4,2,1,2,1,1,1,1,1,1,3,1,1,5,1,3,1,1,1,2,2,1
189,7,3,2,3,1,2,2,1,1,1,1,1,2,4,1,1,3,1,2,1,3,1,2,3,2
189,8,4,4,4,NA,NA,NA,1,1,1,NA,NA,NA,4,1,1,NA,NA,NA,1,1,1,NA,NA,NA
189,9,5,4,4,1,1,1,1,1,1,1,1,4,3,1,1,5,1,1,1,2,1,4,4,4
189,10,3,2,3,2,2,3,1,1,1,1,1,1,4,1,2,2,1,2,1,2,1,2,2,2
189,11,3,3,3,2,3,2,1,1,1,1,1,1,4,1,2,3,1,2,1,2,1,1,2,1
189,12,3,3,3,2,2,2,1,1,1,1,1,1,4,1,1,3,1,2,1,2,1,1,1,1
189,13,4,4,4,2,2,2,2,1,2,1,1,1,4,1,1,3,1,2,2,3,2,1,2,1
191,0,4,3,5,4,3,3,1,1,1,3,2,2,3,1,1,3,1,1,3,3,3,1,1,1
191,1,5,4,4,4,3,3,1,1,1,2,2,2,2,1,1,3,2,2,1,1,1,1,2,1
191,2,5,5,3,4,3,3,1,1,1,2,2,1,1,1,1,3,2,1,1,1,1,1,1,1
191,3,3,3,3,3,2,2,1,1,3,2,2,1,5,1,1,3,1,1,3,3,3,1,1,1
191,4,3,1,1,3,1,2,3,3,3,2,2,2,5,1,1,4,1,2,4,5,4,1,2,1
191,5,4,4,3,2,1,1,1,1,1,2,3,1,3,1,1,3,1,1,1,3,1,1,1,1
191,6,3,1,4,3,1,2,1,1,1,2,1,1,3,1,1,5,2,2,1,3,1,2,2,1
191,7,3,3,2,2,1,1,1,1,3,3,4,3,3,1,1,5,2,4,1,2,1,1,2,1
191,8,4,3,1,3,3,2,1,1,1,2,2,1,5,1,1,3,1,2,3,1,1,1,2,1
191,9,4,4,3,3,3,2,1,1,1,1,1,1,2,1,1,3,2,1,1,1,1,1,1,1
191,10,4,5,4,3,2,1,1,1,1,3,4,2,1,1,3,4,1,2,1,1,1,2,2,1
191,11,4,4,4,3,3,2,1,1,1,2,2,2,3,1,1,4,2,3,1,1,1,1,2,1
191,12,3,4,5,3,1,1,1,1,1,3,4,4,2,1,1,4,1,1,1,2,1,1,1,1
192,0,5,5,4,3,2,1,3,2,1,1,1,1,1,2,2,3,1,3,2,1,3,1,1,1
192,1,3,4,4,3,5,2,3,1,1,2,1,1,1,3,3,3,1,3,1,1,1,1,1,1
192,2,4,5,4,3,5,2,2,1,1,1,1,1,2,1,1,3,2,3,1,5,3,1,1,1
192,3,5,4,3,3,1,1,1,1,1,1,1,1,2,2,1,4,3,2,1,3,1,1,2,1
192,4,5,4,4,5,5,1,1,3,1,1,1,1,2,4,1,3,1,3,2,2,1,1,3,1
192,5,5,4,5,2,2,3,2,1,1,1,1,1,3,1,1,3,1,1,2,1,1,1,1,1
192,6,3,2,2,1,2,3,3,3,1,1,1,1,3,1,1,5,1,3,2,3,1,1,2,1
192,7,5,5,4,4,1,5,2,1,1,1,1,1,2,1,1,4,2,1,2,1,1,1,2,1
192,8,5,5,5,1,4,2,1,1,1,1,1,1,1,1,1,4,1,3,1,1,1,1,1,1
192,9,5,5,3,3,1,3,2,1,1,1,1,1,2,1,1,4,1,2,2,1,1,1,1,1
192,10,3,5,5,5,5,3,1,1,2,1,1,1,3,1,1,4,1,1,1,2,1,1,1,1
192,11,4,2,4,1,3,3,3,1,2,1,1,1,3,1,4,3,1,2,1,3,1,1,2,1
192,12,5,5,5,5,2,3,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1
192,13,5,4,5,1,5,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1
193,0,3,3,3,4,3,3,1,1,1,1,1,1,3,1,3,2,1,2,1,1,1,1,1,1
193,1,2,2,2,3,3,3,2,3,4,1,1,1,3,1,2,3,1,2,3,5,5,2,2,1
193,2,3,3,2,3,3,3,1,1,1,1,1,1,3,1,1,2,1,2,1,1,1,1,1,1
193,3,3,2,2,4,4,4,2,1,2,1,1,1,4,1,2,2,1,1,1,2,1,1,1,1
193,4,4,4,4,4,3,4,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1
193,5,2,2,3,3,2,3,1,1,1,1,1,1,5,1,3,4,2,2,1,4,1,1,1,1
193,6,3,2,2,3,3,3,2,1,1,1,1,2,4,1,1,4,1,2,1,1,1,2,2,2
193,7,2,2,2,4,4,4,1,1,2,1,1,1,5,1,2,2,1,1,1,2,2,1,1,1
193,8,3,3,2,4,4,3,1,3,1,1,1,5,3,1,1,2,1,2,1,1,1,1,1,1
193,9,2,2,2,3,3,3,2,1,2,1,1,1,4,1,2,2,1,1,1,2,1,1,1,1
193,10,3,2,3,NA,NA,NA,1,1,1,NA,NA,NA,4,1,1,NA,NA,NA,1,1,1,NA,NA,NA
193,11,NA,NA,NA,4,4,3,NA,NA,NA,1,1,1,NA,NA,NA,2,1,1,NA,NA,NA,1,1,1
193,12,NA,NA,NA,3,3,3,NA,NA,NA,1,1,1,NA,NA,NA,2,1,1,NA,NA,NA,1,1,1
193,13,NA,NA,NA,4,3,2,NA,NA,NA,1,1,1,NA,NA,NA,3,2,2,NA,NA,NA,1,1,1
194,0,2,2,2,4,5,5,1,2,2,1,1,1,4,2,2,1,1,1,1,1,2,1,1,1
194,1,3,3,1,5,5,5,3,3,4,1,1,1,3,3,4,1,1,1,1,4,4,1,1,1
194,2,3,3,3,5,5,4,1,1,3,1,1,1,3,1,5,1,1,1,1,1,3,1,1,1
194,3,3,1,1,5,5,5,1,3,3,2,1,1,5,1,3,2,3,4,1,3,1,1,1,1
194,4,3,1,1,5,5,5,3,3,1,1,5,1,5,1,3,1,1,2,1,1,1,1,1,1
194,5,3,3,3,5,5,5,1,1,1,3,1,1,3,1,3,1,1,1,1,1,1,1,1,1
194,6,3,1,1,5,5,5,3,3,1,1,1,1,3,3,3,1,1,3,1,1,1,1,1,1
194,7,3,3,1,5,5,5,1,3,1,1,1,1,3,3,3,1,1,2,1,1,1,1,1,1
194,8,3,3,1,5,5,5,1,1,1,1,1,1,3,1,3,1,1,2,1,1,1,1,1,1
194,9,3,3,1,5,5,5,1,3,1,1,1,1,3,3,3,1,1,4,1,1,1,1,2,1
194,10,3,3,1,5,5,5,1,1,1,1,1,1,3,3,3,1,1,2,1,1,1,1,1,1
194,11,NA,NA,NA,5,5,5,NA,NA,NA,1,1,1,NA,NA,NA,5,1,4,NA,NA,NA,1,1,1
194,12,3,3,1,5,5,5,1,3,1,1,1,1,3,3,3,1,1,3,1,3,1,1,1,1
194,13,3,1,1,5,5,5,1,3,1,1,1,1,3,3,3,1,1,3,1,1,1,1,1,1
194,14,NA,NA,NA,5,5,5,NA,NA,NA,1,1,1,NA,NA,NA,1,1,3,NA,NA,NA,1,1,1
195,0,NA,NA,NA,5,1,1,NA,NA,NA,1,1,1,NA,NA,NA,5,1,1,NA,NA,NA,1,1,1
195,1,4,4,4,4,2,4,1,1,1,1,1,3,2,3,1,5,2,3,3,4,4,1,3,3
195,2,4,4,4,2,3,2,1,1,1,2,1,2,2,1,1,5,1,2,1,1,1,3,5,2
195,3,4,4,4,4,4,4,1,1,1,2,1,2,2,1,1,3,4,2,1,1,1,1,3,1
195,4,4,4,4,4,4,4,1,1,1,1,1,1,2,1,1,3,1,2,1,1,1,1,1,1
195,5,4,4,3,3,4,3,1,1,1,1,1,1,3,1,1,5,1,3,1,1,1,1,2,1
195,6,4,4,4,3,3,3,1,1,1,2,1,3,2,1,1,5,3,1,1,1,1,5,4,5
195,7,4,4,4,3,3,3,1,1,1,3,1,2,2,1,4,5,4,3,1,1,1,2,3,1
195,8,4,4,5,3,4,3,1,1,1,1,1,1,1,1,1,5,1,3,1,1,1,1,2,1
195,9,5,5,5,NA,NA,NA,1,1,1,NA,NA,NA,1,1,3,NA,NA,NA,1,1,1,NA,NA,NA
195,10,5,5,5,5,5,3,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1
195,11,4,4,4,3,3,3,1,1,1,3,1,3,2,1,1,3,1,2,1,1,1,4,4,4
196,0,5,5,5,5,5,5,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,2,1
196,1,NA,NA,NA,4,4,4,NA,NA,NA,1,1,4,NA,NA,NA,2,1,1,NA,NA,NA,2,2,1
196,2,NA,NA,NA,4,4,4,NA,NA,NA,1,1,2,NA,NA,NA,2,1,1,NA,NA,NA,2,2,1
196,3,3,3,3,4,4,4,1,1,3,2,1,2,4,1,1,2,1,1,2,2,2,2,2,1
196,4,3,3,4,4,4,4,1,1,1,1,1,1,4,1,1,2,2,2,1,1,1,1,1,1
196,5,NA,NA,NA,5,5,5,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1
196,6,NA,NA,NA,4,4,4,NA,NA,NA,1,1,1,NA,NA,NA,2,1,1,NA,NA,NA,1,2,1
196,7,NA,NA,NA,5,5,5,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1
196,8,4,2,2,5,5,5,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1
196,9,NA,NA,NA,5,5,5,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,1,2,1
196,10,3,3,1,5,5,5,1,1,1,1,1,1,4,1,1,1,1,1,1,2,1,1,1,1
196,11,NA,NA,NA,5,5,5,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1
196,12,NA,NA,NA,5,5,5,NA,NA,NA,5,1,1,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1
196,13,NA,NA,NA,5,5,5,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1
197,0,4,5,5,NA,NA,NA,2,2,1,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA
197,1,5,5,5,5,5,5,3,1,1,1,1,3,1,1,1,1,1,5,1,1,1,1,1,3
197,2,5,5,5,5,4,5,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
197,3,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
197,4,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
197,5,5,5,5,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA
197,6,NA,NA,NA,5,5,5,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1
197,7,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
197,8,5,5,5,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA,1,1,1,NA,NA,NA
197,9,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
197,10,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
